,mass,vej,density,radius,H,VT,VR,VW,A,E,I,dA,dE,dI,dadt
20,3565988836000816.0,0.014802603911555955,3.0,0.6571381867288857,16.06162251719506,-0.0005178730167031269,-0.0011671696276946883,-0.000754363592853208,2.2623038494496495,0.09602409362580325,6.277125369435628,-0.0013161982000905496,-0.0001013614163506179,-0.010401891940012625,-6.276513439813711e-05
21,3565988836000816.0,0.01530279787025689,3.0,0.6571381867288857,16.06162251719506,0.0016974364480614867,0.0009772925538758296,0.0012274959622438012,2.264854097645074,0.09651078348212916,6.304453158220381,0.0012340499953336548,0.0003853284399752951,0.016925896844741314,3.317261927923799e-05
22,3565988836000816.0,0.025163886073371576,3.0,0.6571381867288857,16.06162251719506,-0.0006733819945848194,0.0013534532567020285,-0.0015367068881714397,2.2650132873922413,0.09594013688134666,6.266337666403573,0.0013932397425013593,-0.00018531816080720963,-0.02118959497206653,-0.00016395238845699523
23,3565988836000816.0,0.028452024530395328,3.0,0.6571381867288857,16.06162251719506,0.0010162985506546793,-8.538943241228034e-05,-0.0007827320941208515,2.2636338383379067,0.09636865999997093,6.276734197211144,1.379068816635353e-05,0.0002432049578170742,-0.010793064164496633,0.00018953180128897644
24,3565988836000816.0,0.029019154993615025,3.0,0.6571381867288857,16.06162251719506,0.0012375436803913698,-0.0005696226489108172,0.0011350792807809313,2.2631333159293043,0.096430284939409,6.303178827986077,-0.00048673172043585346,0.00030482989725513884,0.01565156661043691,-0.00012693832193212806
25,3565988836000816.0,0.020934076695814655,3.0,0.6571381867288857,16.06162251719506,0.00026173314896307023,-0.0007873541318298787,0.0004146667655507252,2.262795973222869,0.09620235593918589,6.2932450862113525,-0.000824074426871016,7.690089703202276e-05,0.005717824835712245,-0.0001901974325425196
26,3565988836000816.0,0.008408051687592415,3.0,0.6571381867288857,16.06162251719506,-5.7493693670375555e-05,-0.00011484472027427867,0.0005145456323882513,2.263489856492304,0.0961139273717774,6.2946223122463545,-0.00013019115743588498,-1.1527670376462397e-05,0.0070950508707139405,-0.0001573221807474146
27,3574209289250932.5,0.019636527024510877,3.0,0.6576427525359998,16.059955850528393,-0.0008527947713940737,2.1207293869555384e-05,7.72876994204023e-05,2.263553927392708,0.09592231762101516,6.288592978630926,-6.612025703209943e-05,-0.00020313742113869755,0.0010657172552859927,0.0001899973230053586
28,3574209289250932.5,0.0102676200529602,3.0,0.6576427525359998,16.059955850528393,0.0005476894359982664,0.0003370103566407008,-6.0195171251700214e-05,2.2640416662447556,0.09624937975282016,6.286697232364958,0.00042161859501558624,0.00012392471066629702,-0.0008300290106823616,0.0001285844541159014
29,3574209289250932.5,0.028604848087986436,3.0,0.6576427525359998,16.059955850528393,-0.00479429675874595,-0.0002564335603178852,0.0007784294288821756,2.26284211043232,0.09499044650581531,6.298260996246822,-0.0007779372174197384,-0.0011350085363385568,0.010733734871181354,-0.00011208084274089269
30,3574209289250932.5,0.017906152205185686,3.0,0.6576427525359998,16.059955850528393,0.000491234630850532,-0.000675323909610527,-0.0010312452123254357,2.262941082770394,0.0962548289377079,6.273307458930386,-0.0006789648793458561,0.00012937389555403684,-0.01421980244525389,0.00011753440440002148
31,3574209289250932.5,0.04049851915865026,3.0,0.6576427525359998,16.059955850528393,-0.0023855230611508345,-0.0017537707828414698,0.0004001993063295088,2.261474499316863,0.0955910160926277,6.2930455949462765,-0.002145548332877136,-0.0005344389495261635,0.005518333570636153,4.863178566547693e-05
32,3582448692602899.5,0.013791347276481547,3.0,0.6581477057603405,16.058289183861728,-0.00023835219871660895,-0.0007847821553883881,0.0007412717141532767,2.2627465332052306,0.09608341848354385,6.29774862987998,-0.000873514444509349,-4.203655861000865e-05,0.010221368504339691,0.00018282251121713378
33,3582448692602899.5,0.02492486092357568,3.0,0.6581477057603405,16.058289183861728,0.00047214100527213205,0.0011274233834841776,-0.0008884090293524852,2.2648884906790894,0.09621668510080006,6.275277021823512,0.001268443029349321,9.123005864620042e-05,-0.012250239552128402,-0.00012311980727360602
34,3582448692602899.5,0.02774552793368098,3.0,0.6581477057603405,16.058289183861728,-0.0026747586176398314,-3.5315671914790195e-05,0.0003821990078117785,2.2633025483588196,0.09549022040244862,6.292797389489593,-0.00031749929092072154,-0.000635234639705249,0.005270128113952835,-0.00016915240153769727
35,3582448692602899.5,0.015766813800552844,3.0,0.6581477057603405,16.058289183861728,-0.0006322888401479218,0.0004730692828744601,0.001605651110031033,2.2640655748467102,0.09596631731487242,6.309667525696633,0.0004455271969702261,-0.00015913772728144089,0.022140264320993204,0.0001278689476192463
36,3582448692602899.5,0.017374172933545224,3.0,0.6581477057603405,16.058289183861728,-0.0003178384245345768,-0.0005613889539138309,-0.001862702417253956,2.262979799244144,0.0960603573368062,6.261842525998377,-0.0006402484055962638,-6.509770534765553e-05,-0.025684735377262926,-8.940610714257474e-05
37,3582448692602899.5,0.013601113424451966,3.0,0.6581477057603405,16.058289183861728,0.00022936876917947364,7.686871267489098e-06,-0.001189325146806458,2.2636523116002087,0.09617984152730007,6.271127700506287,3.226395046859421e-05,5.4386485146207344e-05,-0.016399560869353555,9.602055893253303e-06
38,3582448692602899.5,0.014405860756096723,3.0,0.6581477057603405,16.058289183861728,0.0005473093387783929,0.0005529735322463375,0.00019406053706836344,2.2642751584491534,0.0962452636751526,6.290203155010394,0.0006551107994132966,0.00011980863299873304,0.002675893634753832,0.00013004505226883514
39,3582448692602899.5,0.013852380766501533,3.0,0.6581477057603405,16.058289183861728,0.0004938245703317471,0.00010573680105967932,-0.000593964008560204,2.263785953642751,0.09624088511430312,6.279337113425987,0.00016590599301099398,0.00011543007214925994,-0.008190147949653535,6.022789690917962e-05
40,3590707089741212.0,0.012299670673295696,3.0,0.6586530466993754,16.05662251719506,0.0002165909683924092,0.0003740905223375242,-0.0001568774330697412,2.264047188067966,0.09616997371672065,6.285364084199438,0.000427140418225707,4.4518674566781336e-05,-0.002163177176202283,1.6539435668009192e-05
41,3590707089741212.0,0.022394193331887524,3.0,0.6586530466993754,16.05662251719506,-0.0003035310104541056,-0.0003705946984543537,-0.0007680525742621209,2.263187608761111,0.09606020221257111,6.276936612572579,-0.00043243888862914737,-6.525282958274968e-05,-0.01059064880306031,0.00014708332319259018
42,3590707089741212.0,0.03043039148058264,3.0,0.6586530466993754,16.05662251719506,-0.0018360485516030792,-0.0003134326667480826,-0.0030157239653750135,2.2630893883826615,0.09569479833524255,6.245943554121038,-0.0005306592670788421,-0.0004306567069113049,-0.04158370725460159,-5.193087254190967e-05
43,3598984524451070.5,0.010912872503226163,3.0,0.659158775650801,16.05495585052839,-0.0009269017928740878,-0.0007172666200389213,-0.00017090292621162013,2.262747639631308,0.09591846523516138,6.285170687188435,-0.0008724080184322634,-0.0002069898069924834,-0.0023565741872051743,0.00018769793607868954
44,3598984524451070.5,0.01993827902017357,3.0,0.659158775650801,16.05495585052839,-0.0010431062744019298,0.0010504312605299573,-0.0003120127133346802,2.2646470060740675,0.095857887761603,6.283224929504424,0.0010269584243274151,-0.0002675672805508536,-0.004302331871216149,0.00017444704682123408
45,3598984524451070.5,0.009766021430793217,3.0,0.659158775650801,16.05495585052839,0.00012775207190189123,0.00013815868216357103,-6.79366096591316e-05,2.2637827860773028,0.096153251240442,6.286590485954424,0.00016273842756253605,2.7796198288128382e-05,-0.0009367754212160341,8.14246719657915e-05
46,3598984524451070.5,0.02509928225198306,3.0,0.659158775650801,16.05495585052839,-0.0009533089865431026,-0.0008220085206665196,-0.0006607550530872392,2.2626316193594795,0.09591413969684437,6.2784161341604,-0.0009884282902605172,-0.0002113153453094919,-0.009111127215239573,0.00013667058973247862
47,3598984524451070.5,0.02323961056914077,3.0,0.659158775650801,16.05495585052839,0.0008820188830807889,-0.0005659286084832608,-0.00215982805991317,2.263100184937666,0.09634569416787338,6.257745471399204,-0.0005198627120739869,0.00022023912571951675,-0.02978178997643598,0.00013637405576783236
48,3598984524451070.5,0.02454622781724486,3.0,0.659158775650801,16.05495585052839,0.0005125102630677564,0.0016954643218306,-0.000360499092621671,2.265506957597469,0.09621569372044511,6.282556352597102,0.001886909947729108,9.023867829124931e-05,-0.004970908778537664,8.914413534803996e-05
49,3607281040618609.5,0.019073400124489392,3.0,0.659664892912542,16.053289183861725,-0.0006266751558432421,-0.0006364943882037235,1.8005546042475314e-06,2.26286633378207,0.09598833499412159,6.287552089157101,-0.0007537138676703532,-0.0001371200480322771,2.482778146097453e-05,-9.889374806197676e-07
50,3607281040618609.5,0.02227408416837063,3.0,0.659664892912542,16.053289183861725,-0.0011549103206135725,0.00130121478535865,-0.0002965567354070986,2.2649065158775175,0.09582663285058836,6.28343805141772,0.001286468227777383,-0.00029882219156550556,-0.00408920995791988,-2.81164323241109e-05
51,3607281040618609.5,0.017510301012016748,3.0,0.659664892912542,16.053289183861725,0.0017138724857875718,0.00014031379514419952,-0.00036049921254343876,2.2639507465419864,0.09653029286567319,6.282556350943506,0.00033069889224626356,0.00040483782351932214,-0.0049709104321345255,-0.00018943779426636813
52,3607281040618609.5,0.011415138120598368,3.0,0.659664892912542,16.053289183861725,0.0005429516671881392,-0.001117884033594834,4.901459832197853e-06,2.262467920674893,0.09627537371473312,6.287594847425664,-0.001152126974846999,0.0001499186725792524,6.758605002396446e-05,-0.00018928166132217358
53,3615596682231132.0,0.02850265214391446,3.0,0.660171398782752,16.051622517195057,5.7655760400609e-05,0.0005639619375618479,-0.001396637590748685,2.2642359088750124,0.0961286493636222,6.268269076813233,0.000615861225272361,3.1943214683328497e-06,-0.019258184562406824,0.0001680372521374174
54,3615596682231132.0,0.026131186798502445,3.0,0.660171398782752,16.051622517195057,0.0010286386046083563,0.00018189108705081035,-0.0003187006409661313,2.2639241508766785,0.09636661139784966,6.283132709915377,0.00030410322693819156,0.00024115635569579228,-0.004394551460263199,-0.000105749348616868
55,3615596682231132.0,0.008840976928572256,3.0,0.660171398782752,16.051622517195057,0.0002922932639381391,-0.0004752905622922471,7.621677500774855e-05,2.263136614559957,0.09620380415670442,6.288578211693442,-0.00048343308978326884,7.83491145505598e-05,0.0010509503178013607,0.0001888906307201551
56,3615596682231132.0,0.023548845508268593,3.0,0.660171398782752,16.051622517195057,0.0010158056700517674,0.00030292266128535884,0.0009689345966715397,2.2640536883600673,0.09636130439755496,6.300887865024865,0.0004336407103272566,0.00023584935540108755,0.013360603649225025,4.149824707791543e-05
57,3615596682231132.0,0.02442517693952382,3.0,0.660171398782752,16.051622517195057,-0.0005022326566094708,-0.0027077685859866326,-0.00012226013753185544,2.2606395551776015,0.09605652984914416,6.285841420819142,-0.0029804924721387404,-6.892519300970726e-05,-0.001685840556497946,-2.1475908214116814e-05
58,3615596682231132.0,0.0240436706127911,3.0,0.660171398782752,16.051622517195057,-0.0011230922144626215,-0.0012761557944859314,-0.0015160264216094437,2.2621227974108757,0.09588224133892344,6.266622828599211,-0.0014972502388645764,-0.00024321370323041782,-0.020904432776429147,-0.000165829007990139
59,3615596682231132.0,0.016531142232806356,3.0,0.660171398782752,16.051622517195057,0.0007372552430755479,-2.2857213093207794e-05,0.0003636109018140153,2.2636723185936214,0.09630115503140597,6.2925410787771066,5.2270943881074326e-05,0.00017569998925211225,0.005013817401466133,2.5489997325061416e-05
60,3615596682231132.0,0.037740663019301006,3.0,0.660171398782752,16.051622517195057,0.000877438577307501,0.0009627183767300703,-0.0040315325167112,2.2647527098792515,0.09631611013828233,6.231936607228526,0.0011326622295113056,0.0001906550961284581,-0.055590654147114046,-3.286003643233167e-05
61,3623931493377341.5,0.016297602911087818,3.0,0.6606782935598136,16.04995585052839,0.0007421167415151859,-0.00061234159333651,0.0011820096881133546,2.2630353870026663,0.09631329922301785,6.303825949653132,-0.0005846606470737386,0.00018784418086398855,0.01629868827749175,0.00018910125378761254
62,3623931493377341.5,0.011353631672401346,3.0,0.6606782935598136,16.04995585052839,-0.0008729362864192306,-0.0003865210363887896,-0.0015558278881156054,2.263110926873656,0.09592512956740147,6.266074007635987,-0.0005091207760843853,-0.0002003254747523946,-0.02145325373965356,-3.388111755704591e-05
63,3623931493377341.5,0.025150291289455794,3.0,0.6606782935598136,16.04995585052839,0.0009266722860295634,0.001732874671237966,-0.0019507988051378265,2.265590660013526,0.09631345859838189,6.260627768133927,0.0019706123637860157,0.0001880035562280336,-0.026899493241713278,9.197559443240014e-05
64,3623931493377341.5,0.021567140757006126,3.0,0.6606782935598136,16.04995585052839,-0.00018301152111558193,-0.0007734553120256493,0.00237199353551175,2.2627645604229825,0.0960963639493193,6.320234593320811,-0.0008554872267575778,-2.9091092834572132e-05,0.03270733194517103,0.00018900399548079305
65,3623931493377341.5,0.030603881163428687,3.0,0.6606782935598136,16.04995585052839,0.00039158165427370754,-0.0028170980601417974,0.00022597500223065978,2.2606146679177606,0.09627106185461862,6.290643222401088,-0.0030053797319797683,0.00014560681246474823,0.0031159610254478877,-2.3663167254123386e-05
66,3623931493377341.5,0.021601824125130495,3.0,0.6606782935598136,16.04995585052839,-0.0025741864623395963,-0.0015263998750435772,-0.00010203132272521573,2.2617006658648635,0.09554192518677049,6.2861203552052745,-0.0019193817848765107,-0.0005835298553833752,-0.0014069061703654766,-0.00017790105293137603
67,3632285518247578.0,0.027853415330175404,3.0,0.6611855775423382,16.048289183861723,-0.0019301030761398174,0.0010355913258517783,0.003969610672776447,2.2645383345928383,0.09564729115011675,6.342264077485715,0.0009182869430980776,-0.00047816389203711034,0.05473681611007484,0.00018075786896007689
68,3632285518247578.0,0.03617476987512912,3.0,0.6611855775423382,16.048289183861723,-0.001705521271404566,-3.169620720032807e-05,0.0009122504620528209,2.263407674516986,0.09572057791085395,6.300106249569661,-0.00021237313275386798,-0.0004048771312999165,0.012578988194021347,-0.00013285362798408246
69,3632285518247578.0,0.021053295733434504,3.0,0.6611855775423382,16.048289183861723,0.0005810383498630344,-0.00026934721221180333,0.0008534901906251698,2.263389463609959,0.09626861102699386,6.299296006340074,-0.00023058403978114646,0.00014315598483998778,0.011768744964434344,0.0001740855398075936
70,3632285518247578.0,0.018759217656176382,3.0,0.6611855775423382,16.048289183861723,0.001571258917424313,0.0014049438678615318,0.0006941846961096665,2.265303362581557,0.09647281449438747,6.297099348713567,0.001683314931816786,0.0003473594522336094,0.009572087337926923,-2.2205939591715272e-05
71,3640658801134048.0,0.021638533639627866,3.0,0.6616932510291668,16.046622517195058,-0.0015126881578135173,0.0014302632081286922,-0.001087865670258961,2.265008701641688,0.09573916974609403,6.272526721510661,0.0013886539919481136,-0.00038628529605983143,-0.015000539864978712,-0.00015641132688137694
72,3640658801134048.0,0.02192715748795925,3.0,0.6616932510291668,16.046622517195058,0.0005758766634086863,-0.0004283616289651859,-0.0026975450934561547,2.2632169742778347,0.09627034804248788,6.250330910927028,-0.0004030733719052824,0.00014489300033402398,-0.037196350448612255,0.0001887915619827091
73,3640658801134048.0,0.022197575095550117,3.0,0.6616932510291668,16.046622517195058,0.0014649597611212568,0.000628155732596076,-0.0007608078666863371,2.2644522820646573,0.09646202300604771,6.277036509579878,0.0008322344149172304,0.00033656796389384556,-0.010490751795762721,0.0001365799237325365
74,3640658801134048.0,0.02980829900713956,3.0,0.6616932510291668,16.046622517195058,7.767782993676896e-05,0.0010591571980455932,0.00038527001889981883,2.264773479332981,0.09612417857192758,6.292839735548956,0.001153431683240848,-1.2764702262854139e-06,0.005312474173316004,-0.00018735439103550097
75,3649051386431066.0,0.010716654066221876,3.0,0.6622013143193699,16.04495585052839,-8.727683214565578e-05,-0.0005588503695482258,0.0008266559413617606,2.263006620651925,0.09611512336977586,6.298925989860257,-0.0006134269978151706,-1.0331672378001537e-05,0.011398728484617746,0.00018824797403504118
76,3649051386431066.0,0.01130446450176918,3.0,0.6622013143193699,16.04495585052839,0.0005778307597777241,-0.0008548255487647885,-0.00037940902527709177,2.2627560213449427,0.0962787622104318,6.282295604228626,-0.0008640263047972332,0.00015330716827793977,-0.005231657147014242,0.00017808207503196201
77,3649051386431066.0,0.028632244307383252,3.0,0.6622013143193699,16.04495585052839,0.00022462206988890825,-0.00012913605738744673,-0.0015624612808221438,2.263503862380536,0.09618126353538106,6.265982540027021,-0.0001161852692043509,5.580849322720426e-05,-0.021544721348619286,-0.00017906207447449676
78,3649051386431066.0,0.023966970259231047,3.0,0.6622013143193699,16.04495585052839,-0.0007364766000141038,0.0020358295099423495,-0.0008127897453012789,2.265744586689484,0.09591241686804357,6.276319733360407,0.0021245390397437473,-0.00021303817411028893,-0.011207528015233182,-9.058433383281572e-05
79,3649051386431066.0,0.01089567926851165,3.0,0.6622013143193699,16.04495585052839,0.0006623347522101771,0.0004434322564646987,-0.0006068121256653046,2.2641687174176233,0.0962746515686008,6.279159951210013,0.0005486697678833243,0.00014919652644693857,-0.008367310165627405,0.0001620141093861464
80,3649051386431066.0,0.01982568877215705,3.0,0.6622013143193699,16.04495585052839,-0.0009460437904579805,0.00030197393560502475,0.0005326308432516485,2.2638477970575086,0.09589491504570899,6.294871688556261,0.00022774940776831718,-0.00023053999644486936,0.007344427180620252,-9.450843553029486e-05
81,3657463318635283.0,0.025111802813693573,3.0,0.6627097677122474,16.04328918386172,-0.0006083610246198503,0.00017971041722867563,0.0005895998664891009,2.263750849733022,0.09597747430356338,6.295657232330188,0.00013080208328177114,-0.00014798073859048302,0.008129970954548586,0.000187631902444924
82,3657463318635283.0,0.031542509316767726,3.0,0.6627097677122474,16.04328918386172,0.0004971499811309556,0.0005182199639584058,-0.002363484527684011,2.264232339787226,0.09623398669986431,6.254937259827614,0.0006122921374860137,0.00010853165771045372,-0.03259000154802647,0.00017728074321887008
83,3657463318635283.0,0.008194859105903578,3.0,0.6627097677122474,16.04328918386172,-0.00030470108204344197,-0.0004812645511200223,0.00014012311021830654,2.263067813672215,0.09606198700979905,6.289459413807966,-0.0005522339775250393,-6.346803235480661e-05,0.0019321524323257311,0.00016276281966512944
84,3657463318635283.0,0.029264358883587503,3.0,0.6627097677122474,16.04328918386172,0.00021915790433403546,-0.0012530860468320656,0.0004177698315541969,2.2622879078624685,0.09620091575550534,6.29328787427477,-0.0013321397872716777,7.546071335147954e-05,0.005760612899129723,-0.000187989640727644
85,3657463318635283.0,0.02479133290896996,3.0,0.6627097677122474,16.04328918386172,0.0003571206128452317,-2.5725953179697415e-05,-0.0009537961856819062,2.2636295210631348,0.09621083589160297,6.2743754007208405,9.473413394488899e-06,8.538084944909852e-05,-0.013151860654799643,0.00015927655635155074
86,3657463318635283.0,0.009469457983519418,3.0,0.6627097677122474,16.04328918386172,-3.6659756449262427e-06,3.118512532949276e-05,5.642009857249487e-05,2.2636533868836226,0.09612400218491961,6.288305236047477,3.3339233882507715e-05,-1.452857234258034e-06,0.0007779746718372617,0.00018097290973301331
87,3657463318635283.0,0.022362358626898643,3.0,0.6627097677122474,16.04328918386172,0.0005891130966905776,0.00022294187438637482,0.0014307762837257505,2.263922643880522,0.09626135407063555,6.3072561831245775,0.00030259623078185134,0.00013589902848167945,0.01972892174893725,8.42047001916887e-05
88,3665894642345924.5,0.031985267677071126,3.0,0.663218611507329,16.041622517195055,-0.0030915374176447015,9.098816984439928e-05,-0.0020083190308724697,2.263395605115325,0.09538878166192974,6.259834623848962,-0.00022444253441508355,-0.0007366733802241231,-0.027692637526677884,-0.00018258979889898316
89,3665894642345924.5,0.024031105941891694,3.0,0.663218611507329,16.041622517195055,0.0026627217947527036,0.0012301674013374976,-2.9576311806869335e-05,2.265228343559141,0.09673555514290802,6.287119434695888,0.0016082959094010666,0.0006101001007541524,-0.00040782667975208087,-0.00014973034468971486
90,3665894642345924.5,0.01246321588613073,3.0,0.663218611507329,16.041622517195055,-0.00011236738776838731,-0.000389509941395321,-0.00033204668003095067,2.263187116942935,0.0961060017488235,6.282948681871746,-0.0004329307068047749,-1.9453293330365848e-05,-0.0045785795038944775,0.00012543663485022725
91,3665894642345924.5,0.02412804985602076,3.0,0.663218611507329,16.041622517195055,-0.0007866845222683083,0.0007926200892660043,0.00011821848253718192,2.2643949985713245,0.09592365486144966,6.289157371699513,0.0007749509215846273,-0.00020180018070419976,0.0016301103238731234,0.00015244143488049372
92,3665894642345924.5,0.024743464095431662,3.0,0.663218611507329,16.041622517195055,-0.0004900863649765868,0.0013979516082931898,-0.0009115460216380767,2.265080546286325,0.09598288381668589,6.274957986684685,0.0014604986365846563,-0.00014257122546797513,-0.012569274690954965,-0.000175502035740025
93,3665894642345924.5,0.018841434033576188,3.0,0.663218611507329,16.041622517195055,-5.779679623208456e-05,-0.00014782219048208416,0.0004873632967184639,2.263454164635815,0.09611447003717669,6.294247496015835,-0.00016588301392503075,-1.0985004977170505e-05,0.0067202346401945825,0.0001376650147239413
94,3674345402265031.5,0.019620137076675835,3.0,0.6637278460043746,16.039955850528386,-0.0005763790132740755,0.0004494487635876101,-0.0022770828462501105,2.2640458711482956,0.09598004953409825,6.256128649446924,0.00042582349855534597,-0.00014540550805561435,-0.03139861192871631,9.853760149234184e-05
95,3674345402265031.5,0.014778146744239735,3.0,0.6637278460043746,16.039955850528386,-0.0003510263692609495,0.000278566116360353,-0.0004695866564982328,2.263884619471681,0.09603680990031199,6.28105214817606,0.00026457182194102773,-8.86451418418734e-05,-0.006475113199580058,-9.869100392723588e-05
96,3674345402265031.5,0.014646808388511422,3.0,0.6637278460043746,16.039955850528386,-0.0011421477016734,-0.0011791976995255513,0.0005708184025498721,2.262225653236787,0.09587590374617543,6.295398255412132,-0.0013943944129534626,-0.0002495512959784363,0.007870994036492156,0.00011943264298116028
97,3674345402265031.5,0.01934811687948992,3.0,0.6637278460043746,16.039955850528386,0.001208086714627145,-0.0006060262740329562,-0.0004181167685487048,2.263090874817077,0.09642396047682489,6.281761864575006,-0.0005291728326628581,0.0002985054346710218,-0.00576539680063432,1.753357360545924e-05
98,3674345402265031.5,0.02560855876480827,3.0,0.6637278460043746,16.039955850528386,0.002478353269731842,0.00138493268519419,0.00016414937302471394,2.265376446467546,0.09668883871696529,6.289790711065419,0.0017563988178059744,0.0005633836748114325,0.002263449689778645,-0.0001252932217931443
